AtencionID|Numero Ticket|Agencia|Semana Visita|Tipo Atencion|ProveedorID|Proveedor|Unidades|Costo Atencion|Numero OS/OC|Codigo Conformidad
16831|WO0000005354751|LOS DAMASCOS||Variable|11|Cime Comercial||||
16832|WO0000005354785|NAZCA||Emergencia|3|Alta Tecnologia En Limpieza||||
16833|WO0000005354983|MALA||Emergencia|42|Punto Control Ambiental||||
16834|WO0000005358813|LOS DAMASCOS||Rechazado|39|Otros||||
16835|WO0000005356354|CONSTRUCTORES||Rechazado|39|Otros||||
16836|WO0000005355974|LA SALLE||Rechazado|39|Otros||||
16837|WO0000005356503|CHOSICA||Rechazado|39|Otros||||
16840|WO0000005357691|IMPERIAL||Variable|28|JGM Import||716.26||
16841|WO0000005355965|EMANCIPACION||Variable|28|JGM Import||324.5||
16842|WO0000005355946|LAS ALONDRAS||Variable|9|Cechriza||0||
16843|WO0000005357621|PARCONA||Variable|48|Accenture||||
16845|WO0000005357636|PISCO|Q1|Flat|48|Accenture||326|00539-072023|
16854|WO0000005357696|IMPERIAL|Q1|Flat|48|Accenture||481|00926-072023|
16861|WO0000005365025|LOS DAMASCOS|S2|Flat|48|Accenture||||
16863|WO0000005365017|LOS DAMASCOS|S2|Flat|48|Accenture||||
16864|WO0000005365011|LOS DAMASCOS|S2|Flat|48|Accenture||||
