AtencionID|Numero Ticket|Agencia|Semana Visita|Tipo Atencion|ProveedorID|Proveedor|Unidades|Costo Atencion|Numero OS/OC|Codigo Conformidad
16116|WO0000005291259|PLAZA CIVICA VENTANILLA|s2|Flat|48|Accenture||76|01827-062023|
16117|WO0000005291259|PLAZA CIVICA VENTANILLA||Variable|36|MR Express||23.6||
16119|WO0000005293163|CHIMPU OCLLO|s2|Flat|48|Accenture||||
16120|WO0000005293164|CHIMPU OCLLO|s2|Flat|48|Accenture||||
16122|WO0000005293547|C.B. FIORI||Variable|40|Prosegur||||
16123|WO0000005293550|C.B. FIORI||Variable|40|Prosegur||||
16126|WO0000005293551|NARANJAL||Variable|40|Prosegur||||
16127|WO0000005293527|NARANJAL||Emergencia|42|Punto Control Ambiental||655.61||
16128|WO0000005293529|URB SAN FELIPE COMAS||Emergencia|42|Punto Control Ambiental||236||
16129|WO0000005293530|PUENTE PIEDRA||Emergencia|42|Punto Control Ambiental||1073.8||
16130|WO0000005293526|TARAPACA||Emergencia|42|Punto Control Ambiental||916.86||
16133|WO0000005293528|C.C. MULTIPLAZA||Emergencia|42|Punto Control Ambiental||964.06||
16135|WO0000005294868|QUILCA||Variable|9|Cechriza||||
16138|WO0000005295529|BELAUNDE|S3|Flat|48|Accenture||||
16139|WO0000005295573|LA ENSENADA|S3|Flat|48|Accenture||||
16141|WO0000005295576|LA ENSENADA|S3|Flat|48|Accenture||||
16144|WO0000005295528|BELAUNDE|S3|Flat|48|Accenture||||
16147|WO0000005295577|LA ENSENADA|S3|Flat|48|Accenture||||
16149|WO0000005295573|LA ENSENADA||Variable|36|MR Express||28.32||
16158|WO0000005295925|ZARATE|s3|Flat|48|Accenture||||
16161|WO0000005294818|LAS MALVINAS|S2|Flat|48|Accenture||||
16163|WO0000005295943|ANGELICA GAMARRA||Variable|48|Accenture||290.75|01825-062023|
16167|WO0000005296379|PLAZA CIVICA VENTANILLA||Variable|19|Extintores G&S||1045.01||
16171|WO0000005299515|VILLA SOL|S3|Flat|48|Accenture||||
16172|WO0000005299592|PLAZA UNION|s2|Flat|48|Accenture||||
16173|WO0000005299513|VILLA SOL|S3|Flat|48|Accenture||||
16176|WO0000005298975|ZARATE|s3|Flat|48|Accenture||||
16177|WO0000005298981|ZARATE|s3|Flat|48|Accenture||||
16178|WO0000005298980|ZARATE|s3|Flat|48|Accenture||||
16179|WO0000005298977|ZARATE|s3|Flat|48|Accenture||||
16180|WO0000005298976|ZARATE|s3|Flat|48|Accenture||||
16184|WO0000005298946|METRO AV. WIESSE|s3|Flat|48|Accenture||||
16185|WO0000005298987|ZARATE|s3|Flat|48|Accenture||||
16186|WO0000005298942|METRO AV. WIESSE|s3|Flat|48|Accenture||||
16188|WO0000005298944|METRO AV. WIESSE|s3|Flat|48|Accenture||||
16189|WO0000005299511|TUSILAGOS|s3|Flat|48|Accenture||||
16190|WO0000005299509|TUSILAGOS|s3|Flat|48|Accenture||||
16191|WO0000005299537|PROCERES|s3|Flat|48|Accenture||||
16192|WO0000005298984|ZARATE|s3|Flat|48|Accenture||||
16193|WO0000005298948|METRO AV. WIESSE|s3|Flat|48|Accenture||||
16195|WO0000005298947|PLAZA CIVICA VENTANILLA|s2|Flat|48|Accenture||95|01840-062023|
16196|WO0000005298995|BELAUNDE||Variable|11|Cime Comercial||||
16200|WO0000005298962|TARAPACA||Variable|9|Cechriza||59||
16203|WO0000005298576|VILLA SOL||Emergencia|42|Punto Control Ambiental||302.91000000000003||
16204|WO0000005298573|ZARATE||Emergencia|42|Punto Control Ambiental||419.37||
16205|WO0000005298966|ZARATE|s3|Flat|48|Accenture||||
16208|WO0000005298578|LA PAMPILLA||Emergencia|42|Punto Control Ambiental||247.8||
16209|WO0000005298582|CAQUETA||Emergencia|42|Punto Control Ambiental||291.33999999999997||
16210|WO0000005298586|PERU||Emergencia|42|Punto Control Ambiental||274||
16212|WO0000005300276|CAQUETA||Variable|36|MR Express||177||
16213|WO0000005300276|CAQUETA||Variable|16|Coorporacion R&M||1307.22||
16217|WO0000005303077|TUPAC AMARU||Variable|9|Cechriza||||
16220|WO0000005302452|LAS MALVINAS||Variable|40|Prosegur||||
16225|WO0000005303037|EL PINO|S3|Flat|48|Accenture||||
16226|WO0000005302486|EL AGUSTINO||Variable|36|MR Express||28.32||
16227|WO0000005302487|EL AGUSTINO|S3|Flat|48|Accenture||||
16228|WO0000005302486|EL AGUSTINO|S3|Flat|48|Accenture||||
16230|WO0000005303035|EL PINO|S3|Flat|48|Accenture||||
16234|WO0000005303460|UNIPLAZA|S3|Variable|48|Accenture||198.24|03132-062023|
16245|WO0000005302485|URB SAN FELIPE COMAS||Emergencia|42|Punto Control Ambiental||542.79999999999995||
16247|WO0000005302477|CANTO GRANDE||Variable|42|Punto Control Ambiental||424.8||
16248|WO0000005304191|ANGELICA GAMARRA||Variable|9|Cechriza||1231.45||
16250|WO0000005303059|PLAZA UNION||Variable|48|Accenture||233.26|02564-062023|
16252|WO0000005302424|SAN JUAN DE LURIGANCHO||Variable|48|Accenture||196.92|02172-062023|
16253|WO0000005302484|ZARATE||Emergencia|42|Punto Control Ambiental||743.4||
16254|WO0000005302482|CANTO GRANDE||Variable|48|Accenture||202.2||
16256|WO0000005306589|BELAUNDE||Variable|40|Prosegur||||
16257|WO0000005306535|NARANJAL||Variable|48|Accenture||||
16258|WO0000005307434|PLAZA LIMA NORTE|S3|Flat|48|Accenture||||
16260|WO0000005307407|C.C. MULTIPLAZA|S3|Flat|48|Accenture||||
16261|WO0000005307411|C.C. MULTIPLAZA|S3|Flat|48|Accenture||||
16263|WO0000005306544|INDEPENDENCIA (LIMA)|S3|Flat|48|Accenture||||
16267|WO0000005307436|PLAZA LIMA NORTE|S3|Flat|48|Accenture||||
16269|WO0000005306515|ANGELICA GAMARRA|S3|Flat|48|Accenture||||
16274|WO0000005306516|ANGELICA GAMARRA|S3|Flat|48|Accenture||||
16275|WO0000005305957|LAS MALVINAS|S3|Flat|48|Accenture||||
16277|WO0000005306584|BELAUNDE||Variable|40|Prosegur||||
16278|WO0000005306582|BELAUNDE||Variable|40|Prosegur||||
16279|WO0000005306956|PUENTE PIEDRA|S3|Flat|48|Accenture||||
16290|WO0000005306550|EDUARDO DE HABICH|S3|Flat|48|Accenture||71|02250-062023|
16291|WO0000005305928|NARANJAL|S3|Flat|48|Accenture||105|02249-062023|
16306|WO0000005306588|PLAZA CIVICA VENTANILLA||Indeci|23|Goicochea Madileydy||1874.43||
16307|WO0000005306588|PLAZA CIVICA VENTANILLA||Variable|36|MR Express||21.24||
16308|WO0000005306588|PLAZA CIVICA VENTANILLA||Variable|48|Accenture||151.97999999999999||
16309|WO0000005306588|PLAZA CIVICA VENTANILLA||Indeci|48|Accenture||||
16310|WO0000005310817|PLAZA CIVICA VENTANILLA||Flat|48|Accenture||||
16311|WO0000005309152|PLAZA LIMA NORTE||Variable|9|Cechriza||||
16317|WO0000005311362|SANTO DOMINGO|s3|Flat|48|Accenture||||
16318|WO0000005309183|URB SAN FELIPE COMAS|s3|Flat|48|Accenture||||
16320|WO0000005311361|SANTO DOMINGO|s3|Flat|48|Accenture||||
16321|WO0000005310316|CHIMPU OCLLO|s3|Flat|48|Accenture||||
16322|WO0000005310301|CHIMPU OCLLO|s3|Flat|48|Accenture||||
16323|WO0000005309898|EL PROGRESO|s3|Flat|48|Accenture||||
16324|WO0000005309897|EL PROGRESO|s3|Flat|48|Accenture||||
16331|WO0000005309896|C.C. MULTIPLAZA||Variable|48|Accenture||111.01||
16334|WO0000005309151|PRO||Variable|42|Punto Control Ambiental||300.89999999999998||
16335|WO0000005310814|PLAZA CIVICA VENTANILLA|S3|Flat|48|Accenture||||
16337|WO0000005310811|PLAZA CIVICA VENTANILLA|S3|Flat|48|Accenture||||
16342|WO0000005309193|PRO|S4|Flat|48|Accenture||||
16343|WO0000005309144|C.C. MULTIPLAZA||Variable|42|Punto Control Ambiental||300.89999999999998||
16344|WO0000005309175|PERU||Emergencia|42|Punto Control Ambiental||274||
16345|WO0000005309142|MEGA PLAZA||Variable|42|Punto Control Ambiental||300.89999999999998||
16346|WO0000005309145|NARANJAL||Variable|42|Punto Control Ambiental||354||
16348|WO0000005309146|INDEPENDENCIA (LIMA)||Variable|42|Punto Control Ambiental||354||
16350|WO0000005310830|PLAZA CIVICA VENTANILLA||Variable|16|Coorporacion R&M||724.35||
16352|WO0000005309132|NAYLAMP|S3|Flat|48|Accenture||358|03818-062023|
16353|WO0000005309874|TUPAC AMARU|S4|Flat|48|Accenture||352.3|03828-062023|
16354|WO0000005309168|ZARATE||Emergencia|42|Punto Control Ambiental||1066.72||
16355|WO0000005309170|SANTO DOMINGO||Emergencia|42|Punto Control Ambiental||851.96||
16356|WO0000005309861|IZAGUIRRE||Variable|48|Accenture||3152|03271-062023|
16358|WO0000005309173|MEGA PLAZA||Emergencia|42|Punto Control Ambiental||932.2||
16362|WO0000005312313|TARAPACA||Variable|40|Prosegur||||
16365|WO0000005312880|C.B. FIORI||Variable|48|Accenture||369.83||
16368|WO0000005316792|DEL AIRE||Flat|48|Accenture||||
16373|WO0000005315231|VILLA SOL|S4|Flat|48|Accenture||||
16374|WO0000005315232|VILLA SOL|S4|Flat|48|Accenture||||
16376|WO0000005315227|VILLA SOL|S4|Flat|48|Accenture||||
16377|WO0000005315235|VILLA SOL|S4|Flat|48|Accenture||||
16378|WO0000005315248|BELAUNDE|S4|Flat|48|Accenture||||
16379|WO0000005315249|BELAUNDE|S4|Flat|48|Accenture||||
16380|WO0000005315238|VILLA SOL|S4|Flat|48|Accenture||||
16382|WO0000005314640|TUPAC AMARU|S4|Flat|48|Accenture||||
16386|WO0000005314641|TUPAC AMARU|S4|Flat|48|Accenture||||
16391|WO0000005314693|VILLA SOL||Variable|40|Prosegur||||
16401|WO0000005316789|DEL AIRE|s4|Flat|48|Accenture||||
16403|WO0000005316790|DEL AIRE|s4|Flat|48|Accenture||||
16404|WO0000005316791|DEL AIRE||Variable|23|Goicochea Madileydy||53.1||
16407|WO0000005316794|INDEPENDENCIA (LIMA)||Variable|16|Coorporacion R&M||282.25||
16408|WO0000005314004|TUPAC AMARU||Variable|9|Cechriza||59||
16409|WO0000005314002|TUPAC AMARU||Variable|9|Cechriza||59||
16410|WO0000005315200|VILLA SOL||Variable|9|Cechriza||59||
16413|WO0000005315790|NARANJAL|S4|Flat|48|Accenture||11.5|03140-062023|
16414|WO0000005315788|NARANJAL|S4|Flat|48|Accenture||467.78|03138-062023|
16415|WO0000005315792|NARANJAL|S4|Flat|48|Accenture||23|03141-062023|
16417|WO0000005315796|NARANJAL|S4|Flat|48|Accenture||23|03142-062023|
16418|WO0000005315201|VILLA SOL||Variable|9|Cechriza||387.98||
16419|WO0000005315777|ANGELICA GAMARRA|s4|Variable|36|MR Express||23.6||
16420|WO0000005316793|CANTO GRANDE||Variable|16|Coorporacion R&M||1556.37||
16421|WO0000005315777|ANGELICA GAMARRA|s4|Flat|48|Accenture||480|03413-062023|
16422|WO0000005315799|NARANJAL|s4|Flat|48|Accenture||280|03139-062023|
16423|WO0000005316773|NARANJAL||Emergencia|42|Punto Control Ambiental||1741.68||
16424|WO0000005316766|PUENTE PIEDRA||Emergencia|42|Punto Control Ambiental||781.16||
16425|WO0000005316765|NAYLAMP||Emergencia|42|Punto Control Ambiental||892.67||
16426|WO0000005316767|CANTO GRANDE||Emergencia|42|Punto Control Ambiental||660.8||
16427|WO0000005316759|EL SOL||Emergencia|42|Punto Control Ambiental||1736.96||
16428|WO0000005316758|INDEPENDENCIA (LIMA)||Emergencia|42|Punto Control Ambiental||2272.6799999999998||
16429|WO0000005316768|SAN JUAN DE LURIGANCHO||Emergencia|42|Punto Control Ambiental||821.28||
16430|WO0000005316761|LAS MALVINAS||Emergencia|42|Punto Control Ambiental||1087.96||
16431|WO0000005316763|ROSA TORO||Emergencia|42|Punto Control Ambiental||651.36||
16432|WO0000005316769|C.B. FIORI||Emergencia|42|Punto Control Ambiental||566.4||
16434|WO0000005315746|LA PAMPILLA||Indeci|27|J&M Contratistas||4338.28||
16435|WO0000005315733|EDUARDO DE HABICH||Indeci|27|J&M Contratistas||5443.74||
16436|WO0000005315746|LA PAMPILLA||Indeci|36|MR Express||21.24||
16437|WO0000005315733|EDUARDO DE HABICH||Variable|36|MR Express||21.24||
16438|WO0000005315733|EDUARDO DE HABICH||Indeci|48|Accenture||SIN COSTO||
16452|WO0000005318125|PROCERES|s4|Flat|48|Accenture||||
16453|WO0000005318194|EL SOL|s4|Flat|48|Accenture||||
16454|WO0000005318127|PROCERES|s4|Flat|48|Accenture||||
16455|WO0000005318187|SAN JUAN DE LURIGANCHO|s4|Flat|48|Accenture||||
16456|WO0000005318680|ZARATE|s4|Flat|48|Accenture||||
16457|WO0000005318196|EL SOL|s4|Flat|48|Accenture||||
16458|WO0000005318675|CANTO GRANDE|s4|Flat|48|Accenture||||
16459|WO0000005318185|SAN JUAN DE LURIGANCHO|s4|Flat|48|Accenture||||
16460|WO0000005318122|PROCERES|s4|Flat|48|Accenture||||
16461|WO0000005318123|PROCERES|s4|Flat|48|Accenture||||
16462|WO0000005318674|CANTO GRANDE|s4|Flat|48|Accenture||||
16470|WO0000005319089|EL PINO|S4|Flat|48|Accenture||37|02828-062023|
16471|WO0000005319087|EL PINO|S4|Flat|48|Accenture||37|02826-062023|
16473|WO0000005319085|EL PINO|S4|Flat|48|Accenture||37|02827-062023|
16476|WO0000005318676|VILLA SOL|s4|Flat|48|Accenture||88|02829-062023|
16478|WO0000005319008|CANTO GRANDE|S4|Flat|48|Accenture||||
16480|WO0000005319473|LA ENSENADA||Variable|16|Coorporacion R&M||337.4||
16490|WO0000005318116|TUSILAGOS||Variable|36|MR Express||21.24||
16491|WO0000005323042|NAYLAMP||Variable|9|Cechriza||||
16492|WO0000005323081|PLAZA CIVICA VENTANILLA||Variable|48|Accenture||-|00550-072023|
16493|WO0000005323083|C.C. MULTIPLAZA||Variable|9|Cechriza||||
16495|WO0000005321413|LA ENSENADA||Flat|48|Accenture||||
16497|WO0000005321497|ROSA TORO|S4|Flat|48|Accenture||||
16507|WO0000005321499|ROSA TORO|S4|Flat|48|Accenture||||
16512|WO0000005321999|EL AGUSTINO|S4|Flat|48|Accenture||||
16513|WO0000005321424|BELAUNDE||Variable|11|Cime Comercial||||
16515|WO0000005323041|NAYLAMP||Variable|28|JGM Import||202.96||
16518|WO0000005321937|BELAUNDE||Variable|28|JGM Import||123.9||
16519|WO0000005321405|LA ENSENADA||Variable|48|Accenture||158.59|03127-062023|
16520|WO0000005321979|SANTO DOMINGO|s4|Flat|48|Accenture||298|03292-062023|
16523|WO0000005323039|NAYLAMP|s4|Flat|48|Accenture||||
16525|WO0000005323082|C.C. MULTIPLAZA|S4|Flat|48|Accenture||414|03795-062023|
16527|WO0000005321094|PROCERES||Variable|5|Ascensor Solutions||129989||
16529|WO0000005325867|EDUARDO DE HABICH|S4|Flat|48|Accenture||||
16530|WO0000005325442|PLAZA LIMA NORTE|S4|Flat|48|Accenture||||
16532|WO0000005325492|INDEPENDENCIA (LIMA)|S4|Flat|48|Accenture||||
16533|WO0000005325499|INDEPENDENCIA (LIMA)|S4|Flat|48|Accenture||||
16534|WO0000005325802|INDEPENDENCIA (LIMA)|S4|Flat|48|Accenture||||
16535|WO0000005325443|PLAZA LIMA NORTE|S4|Flat|48|Accenture||||
16536|WO0000005325440|PLAZA LIMA NORTE|S4|Flat|48|Accenture||||
16537|WO0000005325490|INDEPENDENCIA (LIMA)|S4|Flat|48|Accenture||||
16538|WO0000005325866|EDUARDO DE HABICH|S4|Flat|48|Accenture||||
16539|WO0000005325431|PERU|S4|Flat|48|Accenture||||
16541|WO0000005325438|NARANJAL|S4|Flat|48|Accenture||||
16542|WO0000005325436|NARANJAL|S4|Flat|48|Accenture||||
16543|WO0000005325806|INDEPENDENCIA (LIMA)|S4|Flat|48|Accenture||||
16544|WO0000005325870|EDUARDO DE HABICH|S4|Flat|48|Accenture||||
16548|WO0000005325890|EDUARDO DE HABICH|S4|Flat|48|Accenture||||
16549|WO0000005325886|EDUARDO DE HABICH|S4|Flat|48|Accenture||||
16550|WO0000005325888|EDUARDO DE HABICH|S4|Flat|48|Accenture||||
16551|WO0000005325870|EDUARDO DE HABICH|S4|Variable|36|MR Express||23.6||
16557|WO0000005326029|TUPAC AMARU|s4|Variable|36|MR Express||11.8||
16559|WO0000005326029|TUPAC AMARU|s4|Flat|48|Accenture||240|03381-062023|
16563|WO0000005326643|TUPAC AMARU||Variable|48|Accenture||356.83|03361-062023|
16565|WO0000005327343|C.B. FIORI||Emergencia|42|Punto Control Ambiental||1486.8||
16566|WO0000005325819|PLAZA CIVICA VENTANILLA||Variable|9|Cechriza||120.07||
16567|WO0000005327344|BELAUNDE||Emergencia|42|Punto Control Ambiental||826||
16568|WO0000005331964|SAN JUAN DE LURIGANCHO||Variable|48|Accenture||||
16569|WO0000005331368|C.C. MULTIPLAZA||Flat|48|Accenture||||
16583|WO0000005331996|EL PROGRESO|S4|Flat|48|Accenture||||
16584|WO0000005331358|ZARATE||Variable|48|Accenture||79.3||
16585|WO0000005331940|URB SAN FELIPE COMAS|S4|Flat|48|Accenture||||
16586|WO0000005331999|EL PROGRESO|S4|Flat|48|Accenture||||
16587|WO0000005332400|CHIMPU OCLLO|S4|Flat|48|Accenture||||
16588|WO0000005331929|URB SAN FELIPE COMAS|S4|Flat|48|Accenture||||
16589|WO0000005331998|EL PROGRESO|S4|Flat|48|Accenture||||
16591|WO0000005332855|PUNTO BCP TOTTUS CAMPOY||Variable|40|Prosegur||||
16592|WO0000005332452|LA ENSENADA||Emergencia|3|Alta Tecnologia En Limpieza||1687.4||
16593|WO0000005331949|LA ENSENADA|S4|Flat|48|Accenture||224|03377-062023|
16595|WO0000005331394|PUENTE PIEDRA|S4|Flat|48|Accenture||156|03390-062023|
16599|WO0000005332800|TARAPACA|S4|Flat|48|Accenture||||
16600|WO0000005331957|PROCERES||Variable|48|Accenture||470.49|03572-062023|
16601|WO0000005331957|PROCERES||Variable|48|Accenture||256.39|03414-072023|
16602|WO0000005332445|TARAPACA||Variable|9|Cechriza||1404.38||
16604|WO0000005332888|ZARATE|S1|Flat|48|Accenture||||
16605|WO0000005331364|PLAZA LIMA NORTE||Emergencia|42|Punto Control Ambiental||1026.5999999999999||
16606|WO0000005331366|PRO||Emergencia|42|Punto Control Ambiental||769.36||
16611|WO0000005332841|CHIMPU OCLLO||Variable|48|Accenture||898.69|04302-062023 / 02618-072023|
16613|WO0000005332804|TUPAC AMARU||Variable|48|Accenture||PENDIENTE||
16620|WO0000005334409|CANTO GRANDE||Variable|40|Prosegur||||
16627|WO0000005336285|ANGELICA GAMARRA||Variable|9|Cechriza||||
16630|WO0000005335747|LA ENSENADA|S1|Flat|48|Accenture||||
16631|WO0000005335747|LA ENSENADA|S1|Variable|36|MR Express||47.2||
16632|WO0000005335742|LA ENSENADA|S1|Flat|48|Accenture||||
16633|WO0000005335746|LA ENSENADA|S1|Flat|48|Accenture||||
16645|WO0000005335749|LA ENSENADA||Variable|40|Prosegur||||
16648|WO0000005337011|PRO|S1|Flat|48|Accenture||||
16650|WO0000005337065|VILLA SOL|s1|Flat|48|Accenture||||
16651|WO0000005337015|PRO|S1|Flat|48|Accenture||||
16653|WO0000005337015|PRO|S1|Variable|36|MR Express||82.6||
16656|WO0000005338231|SAN JUAN DE LURIGANCHO||Variable|40|Prosegur||||
16657|WO0000005338241|LAS LOMAS||Variable|40|Prosegur||||
16658|WO0000005338239|EL PROGRESO||Variable|40|Prosegur||||
16659|WO0000005338242|BELAUNDE||Variable|40|Prosegur||||
16670|WO0000005337097|EL PINO||Variable|9|Cechriza||59||
16677|WO0000005336679|QUILCA||Variable|48|Accenture||52.86||
16678|WO0000005336678|PERU||Variable|48|Accenture||52.86||
16679|WO0000005336674|EDUARDO DE HABICH||Variable|48|Accenture||52.86||
16680|WO0000005336677|SAN MARTIN DE PORRES||Variable|48|Accenture||52.86||
16681|WO0000005336666|UNIPLAZA||Variable|48|Accenture||52.86||
16682|WO0000005336673|C.B. FIORI||Variable|48|Accenture||52.86||
16683|WO0000005340582|LA ENSENADA||Variable|9|Cechriza||||
16685|WO0000005340572|MERCADO DE FRUTAS||Variable|9|Cechriza||||
16688|WO0000005340014|SAN JUAN DE LURIGANCHO|S1|Flat|48|Accenture||||
16692|WO0000005340552|DEL AIRE||Variable|16|Coorporacion R&M||129.80000000000001||
16695|WO0000005340574|METRO AV. WIESSE||Variable|9|Cechriza||||
16703|WO0000005341022|PLAZA CIVICA VENTANILLA|S4|Flat|48|Accenture||129|04305-062023|
16706|WO0000005340523|NARANJAL|S1|Flat|48|Accenture||||
16707|WO0000005340520|EDUARDO DE HABICH||Variable|28|JGM Import||114.46||
16708|WO0000005342033|NICOLAS AYLLON||Variable|48|Accenture||160||
16710|WO0000005340562|NAYLAMP|S1|Flat|48|Accenture||800.8|03849-062023|
16717|WO0000005340092|EL PINO||Variable|48|Accenture||1649.36|00560-072023|
16723|WO0000005343633|INDEPENDENCIA (LIMA)||Flat|48|Accenture||||
16724|WO0000005343379|IZAGUIRRE||Variable|40|Prosegur||||
16726|WO0000005344140|EL SOL||Variable|40|Prosegur||||
16739|WO0000005344144|LAS LOMAS||Variable|40|Prosegur||||
16741|WO0000005343602|LA ENSENADA||Variable|9|Cechriza||59||
16743|WO0000005344683|DEL AIRE|S1|Flat|48|Accenture||80|04726-062023|
16744|WO0000005343698|MINI AGENCIA BCP SALAMANCA||Variable|40|Prosegur||||
16745|WO0000005343375|MINI AGENCIA BCP SALAMANCA||Variable|40|Prosegur||||
16746|WO0000005344124|ROSA TORO||Variable|40|Prosegur||||
16747|WO0000005343378|PUNTO BCP TOTTUS CAMPOY||Variable|40|Prosegur||||
16752|WO0000005344191|TARAPACA|S1|Flat|48|Accenture||253|00179-072023|
16753|WO0000005343382|INDEPENDENCIA (LIMA)|S1|Flat|48|Accenture||197|00172-072023|
16754|WO0000005343382|INDEPENDENCIA (LIMA)||Variable|36|MR Express||23.6||
16755|WO0000005343606|LA ENSENADA||Variable|9|Cechriza||788.78||
16759|WO0000005344650|NARANJAL||Variable|16|Coorporacion R&M||3436.94||
16760|WO0000005348864|PLAZA CIVICA VENTANILLA||Variable|9|Cechriza||||
16763|WO0000005348815|MEGA PLAZA||Variable|9|Cechriza||||
